filename	code	x_from	y_from	width	height
images/0f61e632-59a2-4bc8-9119-24178ca64752--ru.8487fa87-b8cd-4def-9e54-5cf42bc4148e.jpg	4600286109112	95	508	663	271
images/4b09d606-8d34-4da1-a7eb-799d3c74e3e0--ru.5114487a-9efd-4731-9c24-da81dfc71002.jpg	4603566931953	609	1002	225	83
images/c049ef47-fcf4-4b03-9a5a-27024f2cdd7c--ru.6ea8457d-838d-4eb5-a129-d772a5572e23.jpg	4000508040306	162	704	599	379
images/0694f9ce-5416-4be8-b68f-6797b33672a5--ru.ba4abc7e-fb6c-435a-8f11-c3b93e468978.jpg	4631136249917	289	393	459	276
images/9b302737-a109-464a-b122-2cbb8e3a21d2--ru.da03f9c2-d847-403a-acbc-872c6a824d9a.jpg	8714100782910	1026	1861	2908	1730
images/4620083f-8c7f-436a-8182-6181062e0260--ru.bb9e9abd-0be1-40b5-9289-ddcac7bb8030.jpg	4823015928345	325	588	244	107
images/08fb775c-1553-4dbe-9d57-3739e58278d8--ru.16e5f570-5ef0-4354-ac80-51f4de9734fe.jpg	4607011143519	371	770	344	140
images/70583cfe-a250-4341-9a01-d0383c5d9806--ru.70c0d47f-7213-4291-b768-2f21713022af.jpg	4381021005387	372	673	307	189
images/2727dd62-e101-4492-9879-690c731aad9f--ru.85c98aec-151d-4a5f-85c7-86443aba9577.jpg	4607084352542	873	2105	1845	825
images/552b5bc2-3044-4c10-8312-4d884e6daed6--ru.bd739d13-3cc0-4c8a-8f71-ac9e466522cc.jpg	3607345693149	310	336	480	202
images/6759f170-9d2c-440a-9202-70dd46668b49--ru.4b4f1bab-cd3b-4820-a0c0-bc64dabcca2e.jpg	4606486014744	326	666	424	253
images/366ea7d1-037e-46f3-a298-eb01bc8750b9--ru.89ee94d3-de5a-4da0-8f4a-225ef12af2e7.jpg	4631152606862	126	750	407	238
images/dd690770-73e0-41e0-bc74-87fc937c8e5f--ru.790971c2-81f3-44b1-867f-dbcfb5e156c5.jpg	4620001500338	303	634	411	270
images/4a8d968f-68b5-41b5-986e-7011af1170d1--ru.acb65758-2995-4c01-a07b-6fab6063dc2b.jpg	4607035890024	168	840	430	223
images/58e16d97-4f37-4461-ae03-b7c13fba851b--ru.8de8cf33-9a93-45e4-a903-0fb6c882c1a5.jpg	2010001032557	340	610	447	260
images/fd36ebbb-c51c-4755-90d4-fa871d30b9d8--ru.9be4b485-6065-4633-bbf2-cafd2a1b527d.jpg	548810165060	103	773	411	131
images/9888d58c-a4c0-4024-a6ac-bd445709d709--ru.5e929d36-0d17-4f2b-97b9-3ef1f69e80d9.jpg	4606720008454	231	591	548	403
images/0726a7da-dba9-4bf4-9bbb-d91458da26ca--ru.e0c914c3-475e-4d27-bc7f-395433660050.jpg	4640001890031	211	686	534	275
images/2d3601d0-b3f1-4580-b1e3-899a0df7d796--ru.79bfe362-dc95-49a2-b0ef-472b76b27d32.jpg	4810183014000	227	640	478	262
images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.dcf1e9ff-a490-4769-be96-4fe2c184e12c.jpg	4607004890147	1509	1325	967	503
images/486056ab-2b6c-42dc-80b5-ac5fd11f187b--ru.d5358146-d97c-4957-8ae8-2e081c9a6876.jpg	8714100852002	82	1211	370	166
images/a4f6df3b-8cb4-429c-87ef-65de4666e7f1--ru.8276720b-c579-4b0f-bc43-53b379c54efc.jpg	4651111951222	244	595	419	252
images/366ea7d1-037e-46f3-a298-eb01bc8750b9--ru.89ee94d3-de5a-4da0-8f4a-225ef12af2e7.jpg	4631152606862	126	750	407	238
images/07231acb-e3d9-41b8-ae7b-65a04229fd7e--ru.79629b3b-9fa6-40e6-a88f-8db57e2f8233.jpg	4820080851103	22	174	900	471
images/e0e73a48-2833-419a-8f9b-cbe59ffa5874--ru.0984a4d1-e60b-4c24-979e-a13bec9d4e42.jpg	4607001770350	194	780	531	195
images/74df687d-ded6-417a-97ec-c4501d41a726--ru.7bc93c55-5daa-41ca-8972-f18db1be2616.jpg	6251595710049	119	435	634	451
images/de826eca-094d-4664-8204-7d7747304a2b--ru.d7bbc047-0657-41aa-86a0-3e1aff7431ed.jpg	4630038000121	2064	1004	2779	1540
images/28638595-71b1-4a3f-ac63-7bfab2f9885e--ru.334eec5c-b056-4b00-9a49-60444132e2d0.jpg	4601687000015	265	517	504	293
images/3f6b2b5d-1ac5-48bd-a01a-9c89e2596547--ru.939059e3-6a45-4765-96d7-6cd7d6a726ef.jpg	5944702206931	271	621	489	230
images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg	4630007400419	1107	784	1796	904
images/3d1c5c67-f786-4864-b331-bde3fe5f58b8--ru.ffdd8b7a-32f9-4b9f-ab7b-a5fa2b5e1914.jpg	4601687000015	480	842	341	168
images/758e22fa-7bc0-4d31-8c2b-19dd8173d2dc--ru.463e87bd-8bdf-4369-8afa-475a1c2d6459.jpg	7613031381029	284	568	395	202
images/9753f0b8-5d08-4612-b245-bec011bd32ae--ru.50a8c875-9381-4cc3-99b2-4dbaf89763b3.jpg	4605422013766	270	548	590	236
images/c7fe98c8-7270-4c57-893f-7eb690b9c854--ru.22703532-912f-461a-bd3d-bd279e4416ea.jpg	4602009336287	580	724	356	220
images/3a83373a-f943-48c0-b331-a9ed5fae3f2a--ru.35f654fd-6247-4bac-8ba1-93e98f8c9449.jpg	4603290004817	734	349	482	197
images/3a45d9ed-6369-42da-96f4-01a2462295bc--ru.b59e36dc-46b7-441c-9f4a-82ac06b73842.jpg	4620004792105	378	870	333	151
images/7dc6fbb0-7ec2-4965-9503-77881d0e98b4--ru.d59edecf-1d18-4ffc-a9c3-60a829e01499.jpg	4600288020477	185	881	580	311
images/82700028-ea8c-481e-bec1-73462213696b--ru.8c4baf40-a7eb-4084-999d-c94747f624aa.jpg	4650075424476	140	218	592	356
images/58494e6d-fc82-4a32-aa33-0c14fa0562d3--ru.6ed014f0-811a-4686-b710-bce52791e777.jpg	4810151022013	188	496	484	277
images/e97ed90b-6c78-43ee-9d63-e145f65c1eb7--ru.e809dd6f-cd63-472d-8ba2-951a2f46b7fa.jpg	4607010731205	322	619	458	219
images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.485501a3-32c4-44b1-9c50-4b673ee0c06a.jpg	4607004890147	1466	1601	1159	151
images/aefae2f8-afa4-4bfd-b509-97c7f99aa22d--ru.3f83b35d-6dee-4d54-818c-cdb9b1d55741.jpg	4810113011413	179	387	529	379
images/94036109-463f-47b0-b303-8d0cfab5455d--ru.8565746c-eb34-4370-8e59-b346f7f419b0.jpg	4601653026988	585	611	282	121
images/c0130886-cb26-4a61-9628-66d62893a166--ru.11bd0510-4987-41b7-8e8c-3ab84b95b47f.jpg	4620000432203	339	640	383	226
images/c0568db4-0ac3-4435-93cf-0587541a30e8--ru.9870885d-cd14-47af-902d-34de8936f096.jpg	4607005091659	1114	2818	690	248
images/3e3a3faf-35d8-462b-b6af-fad5bfcd7fd3--ru.e7e93bb2-385d-4d8b-a987-4d406a1e7038.jpg	4600689605051	207	587	569	356
images/2449d95d-97fb-454b-94b8-8473fa1c36c3--ru.eefd9c5d-ee15-43e2-9f4d-aa7630cb8994.jpg	4650065524506	258	621	529	266
images/9fe88765-fa3d-4b03-8aa0-d9542cc50f2f--ru.e79863d7-5105-4a4b-8760-1ada1ee48394.jpg	4607063130666	102	906	268	84
images/fe54fc6e-a82c-4fbf-aeb2-711ef7b446f1--ru.14406d16-149b-4f1a-bf7e-431a56301147.jpg	4607027800048	234	163	523	130
images/3fd3988e-354c-4add-bae1-5f2b78a75bf5--ru.615de20c-02d6-4a32-8203-27c71231d390.jpg	4603566931953	441	1049	314	116
images/1db75230-04de-4bca-8e0e-1db552c5f683--ru.71979769-7e30-450a-a5dd-1801abfa8e69.jpg	4600338001623	325	283	735	298
images/666727cf-c309-46ea-86d5-98b87429f635--ru.df9165c3-880a-4578-a764-1b8c59b3ac3b.jpg	6917790013193	42	1073	757	434
images/65be8e7b-72dd-4f83-a43a-b96daad97f3f--ru.655c86d0-8557-431b-ad29-abc637e9b19f.jpg	4609104715054	375	757	197	103
images/e97ed90b-6c78-43ee-9d63-e145f65c1eb7--ru.e809dd6f-cd63-472d-8ba2-951a2f46b7fa.jpg	4607010731205	322	619	458	219
images/dea95de8-ec35-48db-aedb-c282e94ca0ef--ru.a178f2b5-e9b3-48ac-809e-6a05c3854718.jpg	4084500940383	243	506	353	129
images/6ad85dcc-ac9d-4b96-a625-f533d51ad821--ru.360b34c1-dc2b-4e9f-820f-6d844cd4b508.jpg	4604094034512	274	680	409	228
images/79e4257c-49d5-46e1-8b8b-72755209792f--ru.036db7d8-e87e-41e4-a71d-30cf8c73264c.jpg	4860102580369	253	309	412	273
images/3ee3febf-bc91-471f-ae87-772c67d8ea65--ru.4fbe8e12-06c3-4d63-acd2-6a12a6f05de8.jpg	4690626060838	379	1040	415	115
images/82bd2ef5-e579-4115-985f-4630b6bf5ed6--ru.b41bafc1-27e6-41e2-9c98-a89cf6669054.jpg	8699540110076	161	491	640	266
images/ff8c167e-0909-48a3-9a17-419d75109699--ru.1e9c4d27-04a7-4869-913b-e659f86949c6.jpg	4670017924529	595	307	381	161
images/808401ba-00f1-4f5f-b439-843e073cb0c6--ru.d44510d9-4b43-4bd7-a70e-8f403f74ec9f.jpg	9785811276301	78	473	296	148
images/a5b9d488-17ad-438c-b6f2-3368af635b11--ru.01f5f178-4781-44e5-bf3d-47c38ab3a94c.jpg	4601674033545	213	594	386	173
images/400374f9-2999-42a5-8d49-f70b89002b41--ru.f905ce68-db08-46e1-87b0-6918da860a3f.jpg	4712826232928	329	1211	625	202
images/5f9a6f39-4a64-4bcd-a55a-f159fedf47ca--ru.3000505e-7424-47eb-8edd-e94c9c9ac2a3.jpg	4660011278599	533	465	323	185
images/69502f61-1ca5-4305-b29c-5ff5422c9a61--ru.25d7828e-4022-43ed-82ef-a86f8dd74260.jpg	7680500099006	192	628	630	226
images/6b6aa4f4-e4e5-4c12-b4f4-61121e67405e--ru.9de3f02c-9929-446c-ae7d-44a7aa1b724a.jpg	5903060016729	69	457	806	582
images/cadd62f3-4370-406b-8f73-e89848fbca86--ru.bf21cd2c-164a-4627-b44b-905398a6583a.jpg	3600541410053	211	677	464	348
images/e8053a47-6b7a-43e3-b475-d6f535af7f0e--ru.5a6af4bf-c55c-41c0-929a-e492927961be.jpg	4601342003627	376	836	398	277
images/6c83add0-8b4a-4e3b-8357-62a7834b8939--ru.ffa5b2bc-9881-4e50-a9c9-6c22b055eca0.jpg	4605490000453	429	947	290	131
images/743bf8d9-be4b-48e8-aa41-0b57bdd5e394--ru.6600abf5-494d-4ad8-bd97-28ff45aee848.jpg	4250266218916	178	528	548	366
images/0014c021-b5ec-40e1-86d9-8eb1e06da178--ru.fedd3d10-c498-455b-82d9-fe303c304d2f.jpg	7622210453853	124	1075	855	346
images/c9ffc301-76cc-4713-8c37-ca3c90bb89c5--ru.fb940454-6152-46e7-ac6f-8d1986698b2b.jpg	4630009189695	180	734	466	170
images/e67b26e4-e084-43e8-ae08-a3a80b1e3287--ru.cd052a7e-dde3-4c4d-ae9d-4a8a40d779f6.jpg	4032489019569	624	801	320	124
images/46cec4e8-2bd2-4d5d-bce5-0495f60b462e--ru.1a29a95a-92dc-423b-8447-7bb91d29169f.jpg	5391534240310	295	356	861	334
images/08a26850-af8c-43f7-a331-524abe74cc48--ru.8398028c-626a-464d-91c3-c07067829499.jpg	4606038067754	147	825	707	333
images/bb225480-a447-4232-85ab-ce22f1dec070--ru.09dd5220-73bc-4ca1-b42e-b6003ee8b311.jpg	4605035006964	269	592	448	247
images/015a42c2-bf4d-4c0c-a91f-f1c9b2f0daa5--ru.a7c1ab67-1360-4b38-adbc-b57efae78716.jpg	4005900172112	286	680	417	303
images/000e5549-1ed8-4a1a-b303-fc1aed948864--ru.d4fc32d7-12d0-40fc-a8c7-80c11e9ca143.jpg	4607023704821	154	448	601	234
images/9f4bb066-c9a5-48d4-a95c-4f3d07d6ab8e--ru.6ce3d23a-dcee-488e-9620-6dd1b9a5780a.jpg	4607053473544	164	413	258	217
images/b5c078fc-9657-4420-bbd6-91b3f2e4336a--ru.a5e2bc42-c6a2-4b0f-b8ae-4a3ea7ef7924.jpg	4607001770350	162	673	401	134
images/1c4a0a7b-f61b-40be-9670-aef37655a5ef--ru.aac33c83-4637-41ad-97c1-d1b32462e9a6.jpg	4607120852555	137	894	554	275
images/2c40ce43-45d6-459d-94b6-b288b8da713b--ru.82f9197f-ce51-4e66-b9be-af8d41c793ea.jpg	4605422013766	122	325	759	324
images/80ab085f-ac69-47ce-8fa1-107b4ed0185a--ru.9e12b64e-dfc9-429d-9538-acf4ca94bff6.jpg	4600874002597	604	946	262	169
images/0fa79872-6f0b-4eeb-bddc-3a2291a96a4b--ru.c1ba6b5d-e583-4612-8ca5-f97eb88050a6.jpg	4610144802055	250	794	457	305
images/9b16c787-2671-46f1-ab00-dea9d79bb90f--ru.d70c6a95-ed44-4945-9125-d1edecba830a.jpg	4601808000030	439	555	331	32
images/c43e4e24-dbec-4c6b-bcb3-c6c14e8af4b0--ru.8def611b-43ab-4254-a6d3-24d2927e7728.jpg	4607071773442	299	844	496	218
images/2c7eaef3-a462-40e8-9270-7edaa32f4f67--ru.c67368cf-e479-411a-b457-11f7ae7493cd.jpg	2999200002342	143	412	442	372
images/37a5d5c3-b5a0-457f-954d-1fcff5b977de--ru.b9ca1b28-2ccd-458d-b0de-5cdb7ae977ef.jpg	4600699514817	203	560	436	207
images/587ad0a0-a1d5-427a-9bee-73a709288ae0--ru.c22d649b-47a2-438e-8efa-818d70f6d339.jpg	3838957079490	336	258	528	321
images/bb225480-a447-4232-85ab-ce22f1dec070--ru.09dd5220-73bc-4ca1-b42e-b6003ee8b311.jpg	4605035006964	269	592	448	247
images/f6e4cbb3-53c3-44ca-a52b-862d7d91991d--ru.b849da49-ffc1-42f8-b34e-dbb9035a6897.jpg	4610032370154	528	530	326	183
images/dc9226c4-660a-4a02-a7c4-2fc1508549a4--ru.bc86f448-ec0d-4d86-a5e6-862b800f44c6.jpg	4600999045677	270	592	565	320
images/eb400363-7274-46af-b37b-58f227d20f4b--ru.2e78e052-db0f-4452-8f3f-25b41925812a.jpg	4690388052256	226	612	528	495
images/83f43e88-df4d-4ce5-a901-1dbbe0e2aba1--ru.b05fe251-b9f2-4edb-8325-adb543059974.jpg	4601674008864	120	389	448	471
images/4b5fe8de-f14d-4f12-b116-4f570d18eac9--ru.46fff651-fb0d-4104-b73e-516de1ab05e6.jpg	5997001381632	1563	1978	1020	328
images/aa1c4f84-d15a-47db-b0e6-bb334e19dba1--ru.0fefdce4-d578-4957-8661-7327b1600860.jpg	6938712098111	38	67	911	362
images/ee66bb36-351d-490f-bfce-ba7d3e240d08--ru.18b06c8c-efe5-4c5e-beac-3e58678b1c70.jpg	4606038065309	99	710	704	314
images/8015bd0f-da4e-45c3-8524-7f4c27f070da--ru.4ce71924-0455-4010-8392-69bc3fdda0a1.jpg	4605142037400	210	546	502	262
images/4fa8289f-585d-4912-b30b-661ce53b7a60--ru.47f82834-e9cb-4f1c-a65a-05b9aad38b50.jpg	4607084352788	307	456	372	142
images/3c784e12-e586-4085-884a-c482e0a6521d--ru.35bcac0d-5de7-4191-804e-f3e783ebeb85.jpg	7930053080441	246	664	486	207
images/5826de99-66a4-460a-ac40-d62a2d3c16ed--ru.1add271f-a527-4928-b39e-6e6dda1ab449.jpg	6251595710049	239	512	546	403
images/07bc80c7-fb90-470f-af94-6485f5ea6a05--ru.5f4488d0-aba6-4473-8d6c-9add930bd063.jpg	4678599720294	136	475	725	556
images/8a250212-daed-4230-b374-903327a4adc4--ru.d11e5297-f1f0-493e-843e-cd360c6aaf82.jpg	4690550002263	341	484	500	261
images/e97ed90b-6c78-43ee-9d63-e145f65c1eb7--ru.e809dd6f-cd63-472d-8ba2-951a2f46b7fa.jpg	4607010731205	322	619	458	219
images/6c4b9e0f-48f9-4adf-8629-8c200608e720--ru.5ef669d2-8183-4ccc-bbda-8d60a3c832ba.jpg	4002442803566	666	408	313	136
images/1d76e233-f69c-478a-8664-a60f98c3c8c8--ru.fb4bad82-df8a-4319-9bcd-15a3aac190e2.jpg	7622201771059	226	402	618	346
images/4e8d7767-2e12-4d9a-ac60-84b94f1458e3--ru.a01ac30d-27e6-425e-b162-14773d6cbc3c.jpg	4047024784734	276	957	390	193
images/bb2b0834-dd97-4bc3-80b6-9043b67b509a--ru.ea80d240-328d-4819-a5bb-3621424849af.jpg	4607073860119	199	814	322	162
images/92e1bace-4302-4612-a027-188d9f3aceb0--ru.d173f327-37e9-4f08-87e2-572d37ad68ae.jpg	4607015235357	701	569	242	179
images/76a1b4ac-9b47-4531-bf91-8ba02ad0859c--ru.9c290067-02c7-45ca-a88a-1656672e0337.jpg	4600433600325	64	635	492	280
images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg	4820240030508	173	657	589	293
images/a11f4704-63f8-42bf-874b-6e5dd4059a33--ru.98419637-f387-426d-a6dc-bdcd8aca762a.jpg	4607055072776	553	1914	796	499
images/59205bd8-6f43-419b-a88a-6d33e6adfc8f--ru.bc5b8e19-e6f3-4b89-ac12-ecef49232fc8.jpg	9001414018866	230	346	477	290
images/7b14d1b4-6035-44fe-8204-00b557b19791--ru.2f579d2c-cd88-4e33-ae86-1b1883eb7a81.jpg	4606224019390	306	802	387	160
images/39fa34dc-a07a-4a46-b768-c4267e115e03--ru.6956268a-5eb8-483f-bef1-b5ce7eca18c8.jpg	4607051050075	321	540	391	214
images/95062994-b8a6-4b21-8d7d-a20f356d6ac0--ru.b0b2a232-efb8-43c6-9182-b5da86abcae7.jpg	4601780000820	205	989	407	137
images/f6e4cbb3-53c3-44ca-a52b-862d7d91991d--ru.b849da49-ffc1-42f8-b34e-dbb9035a6897.jpg	4610032370154	528	530	326	183
images/6ae0c6cb-db7b-4554-b701-f23b47599a1d--ru.89090d45-9fbe-49b8-8d59-d5da68688264.jpg	2010002042234	376	857	313	170
images/4a4af57d-8d1e-4701-81f2-de6334812317--ru.ade76553-7528-4c8b-84c2-dc72717c7490.jpg	4600433600981	261	796	446	247
images/7a94d0e4-61d9-4a74-b7ad-6329fb34de8e--ru.b133ba94-b7ae-47d1-95a5-8bf536a76948.jpg	4607018298236	449	846	308	278
images/d1a9ba9d-0dbf-46ab-8637-37c007ad7dd2--ru.ba0b0b1b-e9f4-4a87-bf42-5ab4e280ee9f.jpg	4603725847606	829	2426	728	299
images/e97ed90b-6c78-43ee-9d63-e145f65c1eb7--ru.e809dd6f-cd63-472d-8ba2-951a2f46b7fa.jpg	4607010731205	322	619	458	219
images/b772c9a7-fa30-4c2b-b09a-4aa48ae9f0b1--ru.adaa4ef5-08d5-41d8-a81d-7c7893cff711.jpg	3086125705416	509	1012	297	205
images/1dadda45-4a6f-4b74-8f92-6b9425827372--ru.c6429b6a-a708-415f-b0d9-612fd74ad8dc.jpg	4605922001812	228	1054	439	215
images/ec6c23be-669f-403f-a250-f58a7632b495--ru.7f8f50ee-0f46-4b07-81b2-1f97d6579e8a.jpg	3600540794390	302	617	373	196
images/b3ceec73-c3ef-485d-9ca6-e6d239d3d5fb--ru.34f981a4-7f6d-406d-b1c3-27c8180969f9.jpg	4606711705270	115	525	576	210
images/16271945-be76-4168-8c10-5b6be3caa99b--ru.dc4126b9-a8f3-4be1-b697-caeb4f45bd55.jpg	4824593954153	171	1312	706	398
images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg	4820240030508	173	657	589	293
images/d2bf1064-0848-466f-8969-562647c86371--ru.1ced3c46-16e0-4927-903f-41d5173fdd85.jpg	4607071777877	105	370	706	283
images/000a8eff-08fb-4907-8b34-7a13ca7e37ea--ru.8e3b8a9a-9090-46ba-9c6c-36f5214c606d.jpg	4690228033629	167	582	457	191
images/21033f1f-326f-4543-a993-60a30079e2d5--ru.9f9d906b-9af4-46a4-9b80-097a97f065c3.jpg	2010002996414	83	1063	348	204
images/9a289361-ae81-44fb-ac3c-2ffa3537faf2--ru.31cee6cd-63dc-40ca-a84c-2d4253503fc7.jpg	4260709084619	750	3254	2891	1181
images/2d6cc7ce-7a0c-4310-847c-15959432ebb4--ru.68d789df-4910-417a-99d4-02451a6b307e.jpg	4605845011608	161	563	468	245
images/d5e89728-cff4-4a4d-a776-8a3a988a9b61--ru.b1e12c58-966f-4379-a22e-5419ce9652a6.jpg	7622201771140	404	683	370	240
images/b7e5f452-2f39-4275-a69f-4f952f5b62b7--ru.79fc1171-620b-4774-aaa5-29bd8fc7a50a.jpg	8886300970050	133	563	743	293
images/f7be4fea-8ac2-4b51-8a5b-1305594345ab--ru.3bc0c289-9c17-47ac-808a-c503a84103ee.jpg	4620006670227	101	789	264	163
images/2af63b10-13ce-4507-baae-dab198d108bb--ru.5a2a5ae8-a63d-4522-b3e9-e1d875b8981a.jpg	2010001231707	303	635	364	230
images/6226b9b8-dc3a-48b0-adac-e3a1388479ee--ru.92177e13-50cd-4411-aa87-34b5b9e93a16.jpg	4041485000938	451	506	248	94
images/97dcdacc-1701-43b6-886a-fa1fc6997071--ru.228d5895-fbd1-4ca5-981e-e1f0a90fe76f.jpg	4607074610843	359	837	361	202
images/2c7eaef3-a462-40e8-9270-7edaa32f4f67--ru.e94df2c5-0ca4-420b-8804-14e8d8decc00.jpg	2999200002342	156	482	561	410
images/46903bc1-e962-4af8-be4b-d2f341ea7404--ru.0d8d8f90-fd16-41c4-a7e6-de9624ce48fa.jpg	4640001381881	142	358	469	232
images/642b45ab-935c-4c10-bd84-7a25d2d495c2--ru.62e39bc6-707b-495e-a9a1-45a1bb1f326e.jpg	4680008148216	255	815	261	219
images/666c56eb-f1ff-4ba1-91d2-beeb0190f4d6--ru.0c3d1ad9-eb89-4b88-be85-f1cb1f15ef64.jpg	4604049012374	239	433	467	190
images/ddb6dd3a-f3a0-46ef-aead-1557a2591719--ru.e3dc65ab-430c-47c4-aec1-58519b7ecd0c.jpg	4813494048634	220	1001	571	189
images/1c92ab0b-ab48-47b3-bdcd-fcd82b52ea19--ru.5a3b4133-a3c9-401b-b913-616495ea7984.jpg	2005282881000	288	912	445	232
images/f155dcc8-153c-4ccb-afda-cc8ba5d4b2dd--ru.c2d60678-c9ab-4b12-8dbe-1e8022ca418c.jpg	4813910008396	354	494	232	162
images/7a5ef483-4556-42be-9a22-db4df0cfda99--ru.c9907faf-afe9-4a35-b971-6b5702b7b9ab.jpg	4612737550084	188	551	682	374
images/acb15232-8a81-47a6-9671-539b51dd030e--ru.e3607ee0-0c71-4f5e-8072-c04ad8783860.jpg	4605922006695	69	939	737	319
images/0a0de03b-710c-40e4-8f0e-5fa0ee9ef0a5--ru.b7135dcc-0514-43de-a53d-87f41aae71e4.jpg	5053990125050	203	572	514	367
images/37f29a0e-db28-4c62-bac1-f911e95de205--ru.fe1f7363-9f36-4aed-80ad-46572844d4ab.jpg	4606055005807	122	722	492	226
images/5df14d32-250e-4f11-b96d-6c3677ac27e0--ru.f9be462c-3afe-4c67-9395-7d2644e964c6.jpg	4605246002014	711	415	410	222
images/e67af742-54ad-4575-9a44-5a579201d818--ru.a8603ad4-6e47-4fc4-a32e-691e5fe2f9b4.jpg	4250266251920	341	589	389	250
images/47985880-8e73-420e-a1f4-834e654be3bc--ru.e8fc28c8-8fdf-4ba3-9644-2cc91b0c25c3.jpg	4607061492674	215	589	582	299
images/1be23e7e-a6bb-4a7a-aee2-d282496aeaf5--ru.41901245-e7b2-4137-b1e9-5bd4a4ee4a01.jpg	4607086563687	365	263	359	176
images/1984198d-88e5-427b-aa5f-9428b96f3d62--ru.c6cfe5b8-d072-43b0-8050-da19e302483a.jpg	4680211227448	372	1679	1483	500
images/57d59edc-2c2f-4b5b-a792-9c6ffbfb403d--ru.21d1c62f-5444-4f24-8900-87cb95b2b055.jpg	4605246007859	314	567	582	308
images/d8aae118-8196-4c22-af88-bd7d6a9e41fa--ru.6d77fd77-20a8-4b27-8fa0-2f232ab1548a.jpg	4600697192192	357	591	349	166
images/6759f170-9d2c-440a-9202-70dd46668b49--ru.73690c4c-a5fd-4d98-85d0-a92bc23f5efc.jpg	4053800081720	219	936	367	168
images/69d5d790-de13-421f-b48b-65cd8004a079--ru.2202f665-13b3-4e08-af7a-be267fef7f2a.jpg	4640030090822	257	648	410	140
images/7a36f986-ccb1-4e54-b2b8-e6dedbce00ab--ru.a1ef3c23-65eb-4405-ba73-6918a2d1cf8d.jpg	4620004792105	487	1656	1472	682
images/3486c376-6f97-4b99-8e41-3b433329996e--ru.ae9e8954-91ca-4fe2-acf5-3d5fd357d175.jpg	8717644585085	184	796	476	262
images/bb225480-a447-4232-85ab-ce22f1dec070--ru.09dd5220-73bc-4ca1-b42e-b6003ee8b311.jpg	4605035006964	269	592	448	247
images/000e5549-1ed8-4a1a-b303-fc1aed948864--ru.d4fc32d7-12d0-40fc-a8c7-80c11e9ca143.jpg	4607023704821	154	448	601	234
images/fd1ef122-3805-401c-bdd3-df04a35b2f64--ru.fda0c2ca-4c69-44c0-9749-25e433f62756.jpg	4381021005363	408	729	323	178
images/9dc6e4cc-1ae6-4403-9223-8be4e45e006e--ru.23cb5831-1874-4491-9a98-15e0f2da80b2.jpg	4600209014042	650	480	232	151
images/2cc58fd9-4855-4e58-be10-12340e9987d0--ru.6f9216f7-c380-4c96-8dd7-bcdd86416af9.jpg	4607003861576	200	584	563	268
images/6df7071a-349b-4cbb-8719-ecd16a2ab61a--ru.c7f9a91f-3c29-4746-acb0-e1b2144f85bb.jpg	4605922317241	350	459	415	225
images/1c64f496-92ff-4e07-aad9-ceee3506efe3--ru.5b96c812-bdbf-4b13-b225-9cae3d10dabd.jpg	4630009189756	220	615	470	147
images/f5808b9d-71f7-49ae-b378-6f220774befb--ru.4d5498cb-f03d-44a7-91a9-b8cd2a6ef232.jpg	5059018162441	314	611	384	175
images/540e86b0-0b42-4073-9183-d07b9cc40b1e--ru.096446bb-13a0-4874-998f-71189777175d.jpg	4602701303259	124	569	555	284
images/37add18b-a51b-4daa-9567-21063b08c53c--ru.73f16523-0c7c-4db7-9f49-1d0d16bcbcc4.jpg	5995327275147	456	701	310	131
images/f6e4cbb3-53c3-44ca-a52b-862d7d91991d--ru.b849da49-ffc1-42f8-b34e-dbb9035a6897.jpg	4610032370154	528	530	326	183
images/e8e97b02-82a0-4462-adb9-32a8c4151a87--ru.9959ccbe-37f9-4b67-b400-c6aa25ebce7c.jpg	2010001896913	479	333	360	229
images/ee19baeb-0e53-4dfe-b035-94bf8915fad5--ru.4b8b561a-fc3c-4574-bd57-1d2262b1f632.jpg	4670033320206	250	670	671	401
images/09f104a1-a72b-4d6b-9577-2606701cf472--ru.daff8794-5794-483f-9d94-9bb16608876a.jpg	4605246017162	223	749	449	259
images/06d000b0-d665-4982-8e6d-688121cd3a84--ru.53014580-5aca-4c5d-ab6f-128d449a0226.jpg	4607110700668	120	508	638	203
images/79ba2983-37cb-477d-83b1-476774466b33--ru.a1a88104-94a5-4631-96d1-1e501a28805e.jpg	4607069760737	317	592	378	196
images/70cecc32-b003-4ebd-8054-56b5e7af1b8c--ru.b8fee67e-261f-4475-ad0b-fd8147101d2a.jpg	4006894564501	54	2142	3067	2000
images/b3426db2-3799-419b-8745-27bc7b961dee--ru.e7476cad-7bf1-4b89-9c74-7591056c9004.jpg	4607001776468	270	257	464	321
images/3a83373a-f943-48c0-b331-a9ed5fae3f2a--ru.45badd90-af1c-4280-bbea-8d3c22c50e22.jpg	4604248000554	77	1014	589	301
